id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
4048,Os01g0804900,,,5.68558198716048,8480,Brown,3.59020539610934,Similar to Cytochrome P450.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",['misc.cytochrome P450'],LOC_Os01g59050,-2.12671127861862,0.008967564287942,Down,-2.21828210790203,0.008840111848234,Down,-0.053981357860177,0.909222126187765,,4.69615299010929,0.004897743899413,Up
4049,Os07g0437000,,"Tryptophan metabolism, Metabolic pathways",3.6532490643839,9944,royalBlue,0.892338057302822,"Flavin monooxygenase-like enzyme , Auxin biosynthesis","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)","['misc.oxidases - copper, flavone etc.']",LOC_Os07g25540,1.90083163018649,0.000121383064625,Up,1.26625859317475,0.016814451466805,Up,0.143492762179248,0.809976499377141,,-0.703536962274651,0.262032946525108,
4050,Os01g0609300,,,33.1452667272096,1708,Pink,9.19422716550399,"Similar to Pleiotropic drug resistance protein 3., Hypothetical conserved gene.","Cellular Component: membrane (GO:0016020), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887), Molecular Function: nucleoside-triphosphatase activity (GO:0017111), Cellular Component: membrane (GO:0016020)",['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g42380,9.74725539395803,1.29E-85,Up,8.36763702913143,8.04E-63,Up,0.40677548464512,0.543127268745058,,-5.42363805872325,2.05E-07,Down
4051,Os05g0445100,,,5.53524976940265,8571,royalBlue,1.91953845070041,"Cytochrome P450 family protein., Cytochrome P450 domain containing protein.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: monooxygenase activity (GO:0004497), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",['misc.cytochrome P450'],LOC_Os05g37250,2.87338265110238,0.000498562260203,Up,2.39893578714214,0.005869262273544,Up,1.59461026544601,1.38E-06,Up,1.98499610573245,0.343767540914399,
4052,Os11g0220700,,,16.5282436164779,4213,Green,3.68496701538897,Hypothetical protein.,,['not assigned.unknown'],LOC_Os11g11370,-0.375319522196182,0.635250813568298,,-0.737588579097809,0.220992051361618,,-1.12240392564049,0.036357448343113,Down,-1.13953712373957,0.034893019369314,Down
4053,Os01g0742500,,"Glycolysis / Gluconeogenesis, Fructose and mannose metabolism, Galactose metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism",17.4053214470564,3966,Turquoise,13.8248953031219,Similar to Hexokinase.,"Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: glycolysis (GO:0006096), Molecular Function: hexokinase activity (GO:0004396), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, alcohol group as acceptor (GO:0016773)",['major CHO metabolism.degradation.sucrose.hexokinase'],LOC_Os01g53930,-0.752036892223338,0.038645455589571,,-0.945006410179301,0.005315899431761,,-1.05132443502207,0.001061534215913,Down,-1.16776685505051,0.000256304591911,Down
4054,Os12g0131150,,,30.2902018917927,1957,Black,12.0458736174582,"Similar to Glucosamine-fructose-6-phosphate aminotransferase, isomerizing family protein, expressed.",,['minor CHO metabolism.others'],LOC_Os12g03720,3.30739344168134,1.10E-14,Up,3.0967862631396,1.02E-12,Up,-1.2433320491864,0.101868898664404,,-1.24655374934579,0.035680821448768,Down
4055,Os03g0221800,,,5.15623043826193,8802,Magenta,2.02639985166249,"Similar to Leucine Rich Repeat family protein, expressed.",Molecular Function: protein binding (GO:0005515),['not assigned.unknown'],LOC_Os03g12160,1.42916143835817,0.000523228288411,Up,2.16786285138568,1.32E-08,Up,2.85704540790405,6.42E-05,Up,1.15892289848328,0.001627332469298,Up
4056,Os06g0534800,,,5.10329232275857,8845,Salmon,1.48363489890981,"Zinc finger, RING-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['not assigned.unknown'],LOC_Os06g34390,-2.14699140070256,8.65E-05,Down,-2.25128524706664,0.000155091729839,Down,5.90064324254324,9.54E-31,Up,4.01357629465595,6.30E-06,Up
4057,Os02g0611200,,"Cysteine and methionine metabolism, Arginine and proline metabolism, Metabolic pathways",18.1635503779273,3790,Black,7.74853037189885,"S-adenosylmethionine decarboxylase, Polyamine biosynthesis, Abiotic stress, Similar to S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50) (AdoMetDC) (SamDC) (Induced stolen tip protein TUB13) Contains: S- adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain., Similar to S-adenosylmethionine decarboxylase 2.","Biological Process: spermine biosynthetic process (GO:0006597), Biological Process: spermidine biosynthetic process (GO:0008295), Molecular Function: adenosylmethionine decarboxylase activity (GO:0004014)",['polyamine metabolism.synthesis.SAM decarboxylase'],"LOC_Os02g39790, LOC_Os02g39795",3.90697245433597,2.36E-17,Up,4.29356456545195,8.57E-21,Up,0.93387522562142,0.421811121301715,,-1.99625295435774,0.383193780588569,
4058,Os03g0802200,,,36.5131580059753,1467,Blue,18.404225192688,Non-protein coding transcript.,,['not assigned.unknown'],LOC_Os03g58764,2.1014681590144,2.13E-09,Up,3.0264918100355,5.64E-19,Up,-0.481505802620979,0.574071228315847,,-1.57891650383917,1.23E-05,Down
4059,Os01g0242600,,,1.76316959924513,11728,GreenYellow,0.868483006308587,C2 calcium-dependent membrane targeting domain containing protein.,Molecular Function: protein binding (GO:0005515),['signalling.calcium'],LOC_Os01g14050,0.643169154204099,0.177357915698441,,1.45483519780981,9.43E-05,Up,0.7621041675993,0.061684187540078,,1.94517451913965,4.02E-08,Up
4060,Os09g0392666,,,24.6908005196677,2649,Brown,20.1171217360984,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os09g22505,-0.864874029834539,0.188357447079055,,-1.63596507512989,0.002876597793606,Down,-1.78699775274159,0.000656255544321,Down,2.64438709603024,0.011479772938889,Up
4061,Os03g0321900,,,0.583598703150217,13111,Grey,0.036778013560613,"Similar to tRNA-specific adenosine deaminase., CMP/dCMP deaminase, zinc-binding domain containing protein.","Molecular Function: catalytic activity (GO:0003824), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: hydrolase activity (GO:0016787)",['nucleotide metabolism.deoxynucleotide metabolism.cytosine deaminase'],LOC_Os03g20570,1.05944261668843,0.007473412804267,Up,0.760025611032414,0.072152558896185,,3.49116192903726,0.00257228724432,Up,3.57560062320067,0.001936652470972,Up
4062,Os10g0521100,,,11.0353114145899,5921,GreenYellow,6.74931500500234,Similar to Actin-depolymerizing factor 6 (ADF-6) (AtADF6).,"Cellular Component: intracellular (GO:0005622), Molecular Function: actin binding (GO:0003779)",['cell.organisation'],LOC_Os10g37670,2.21079721810456,0.004129720863472,Up,3.01070070806907,2.09E-05,Up,0.891929507343935,0.065778681847471,,-1.21981293140956,0.029255161567292,Down
4063,Os06g0311300,,Ubiquitin mediated proteolysis,13.464464105972,5082,Blue,10.5105462133559,"Seven-in-absentia protein, sina domain containing protein.","Biological Process: ubiquitin-dependent protein catabolic process (GO:0006511), Biological Process: multicellular organismal development (GO:0007275), Biological Process: protein ubiquitination (GO:0016567), Cellular Component: nucleus (GO:0005634), Molecular Function: ubiquitin-protein ligase activity (GO:0004842), Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['development.unspecified'],LOC_Os06g20610,-0.964181914086933,0.035356998188156,,1.28042217954644,0.000743047700017,Up,1.36991383437199,0.000173387682007,Up,0.969490556493944,0.004564506988158,
4064,Os10g0560500,,,3.85552555393226,9783,Magenta,1.25595666828795,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os10g41120,1.37753403019143,0.01746211514453,Up,1.68357005769791,0.001813645877486,Up,-1.0368683708865,0.026422729224234,Down,0.583518475055051,0.261796769265181,
4065,Os01g0273500,,,2.50818350313447,10957,Grey,0.548254192136286,"Heat shock protein DnaJ, N-terminal domain containing protein.","Biological Process: protein folding (GO:0006457), Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515), Molecular Function: heat shock protein binding (GO:0031072), Molecular Function: unfolded protein binding (GO:0051082)",,None,-0.774594391404616,0.06956102830812,,-1.06186253577806,0.007501354557766,Down,-0.848084011582392,0.026800237688097,,-1.39083017674148,0.004709455618336,Down
4066,Os02g0747500,,,15.6177765497048,4452,Blue,11.5716600825988,Similar to HVA22-like protein e (AtHVA22e).,,['hormone metabolism.abscisic acid.induced-regulated-responsive-activated'],LOC_Os02g51290,0.186360659907344,0.76490056699687,,1.21051511661815,0.000660786559166,Up,1.05451521045085,0.002866607537406,Up,-2.5113640112698,0.080866484802514,
4067,Os12g0105800,,,2.94421920907138,10547,Cyan,1.27602826501336,Tyrosine protein kinase domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.leucine rich repeat VI'],LOC_Os12g01510,-0.515345549439499,0.361230844288137,,-1.19882472534899,0.005361172835243,Down,-1.12904421826515,0.007053135529507,Down,2.16744417938195,2.17E-05,Up
4068,Os07g0692200,,,12.6301550824018,5371,Blue,8.16295046720126,"Uncharacterised protein family UPF0497, trans-membrane plant domain containing protein.",,['not assigned.unknown'],LOC_Os07g49200,-0.024762519809362,0.990786907542906,,0.931169777270663,0.353368137622592,,1.72941337714423,0.035180520367808,Up,1.97907561225797,0.01320266368478,Up
4069,Os07g0139400,,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways",10.6149516087775,6086,Black,3.63943173724336,"NAD(P)-binding domain containing protein., Similar to UDP-D-xylose epimerase 1.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",['cell wall.precursor synthesis.MUR4'],LOC_Os07g04690,0.999729229060939,1.81E-06,,1.22152485759103,2.01E-09,Up,1.23294035532165,1.04E-09,Up,3.32059144876104,0.099553344020033,
4070,Os11g0484300,,DNA replication,96.2786833749739,128,Turquoise,84.8514178352086,Similar to Mcm2-prov protein.,"Biological Process: DNA replication (GO:0006260), Biological Process: DNA-dependent DNA replication initiation (GO:0006270), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677), Molecular Function: ATP binding (GO:0005524)",['DNA.synthesis/chromatin structure'],LOC_Os11g29380,0.221429162089633,0.795540481204406,,-1.0546056467585,0.051726038904643,,-1.31694910993299,0.009347513679529,Down,-1.81309876855188,0.000234663609207,Down
4071,Os01g0189800,,,7.70264211507104,7336,LightCyan,3.78747728113229,Protein of unknown function DUF1618 domain containing protein.,,['not assigned.unknown'],LOC_Os01g09420,-1.11876782709574,0.000676588380467,Down,-0.862221026210843,0.012281074601381,,3.85371745573137,1.63E-05,Up,3.16120734967432,0.000708137868925,Up
4072,Os04g0438300,,,26.5453344417811,2387,Brown,13.1323429670728,Uncharacterised protein family UPF0090 domain containing protein.,,['not assigned.unknown'],LOC_Os04g35760,-0.355896111228599,0.801178609414726,,-2.44283971650803,0.02474520759348,Down,-1.70278425798533,0.065194285522856,,3.78751828331168,2.03E-07,Up
4073,Os06g0713000,DBB,,6.58447518426775,7936,Brown,3.65887998172851,"Zinc finger, B-box domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: zinc ion binding (GO:0008270)","['RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family']",LOC_Os06g49880,-1.17983829096598,0.116299241652949,,-2.59716960809033,6.82E-05,Down,-2.42169934293587,9.91E-05,Down,4.33173134030135,0.003617983649159,Up
4074,Os11g0615800,,Homologous recombination,5.64618223869736,8503,GreenYellow,1.49359388770333,"DNA repair protein RAD51, Homologous pairing","Biological Process: double-strand break repair via homologous recombination (GO:0000724), Biological Process: DNA metabolic process (GO:0006259), Biological Process: DNA repair (GO:0006281), Biological Process: mitotic recombination-dependent replication fork processing (GO:1990426), Molecular Function: recombinase activity (GO:0000150), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: DNA binding (GO:0003677), Molecular Function: double-stranded DNA binding (GO:0003690), Molecular Function: single-stranded DNA binding (GO:0003697), Molecular Function: ATP binding (GO:0005524), Molecular Function: DNA-dependent ATPase activity (GO:0008094)",['DNA.repair'],LOC_Os11g40150,1.34128182205848,0.043245271515965,Up,1.94450128041824,0.000919027527506,Up,2.988798106298,0.000150268466064,Up,1.42298698472129,0.000182174757054,Up
4075,Os05g0474900,,,25.4198454554649,2541,Black,10.8822947036487,Protein of unknown function Cys-rich family protein.,,['stress'],LOC_Os05g39730,1.90550282084624,2.81E-10,Up,1.93065789660266,1.66E-10,Up,-0.303090702538195,0.573580815175181,,-1.15200065283585,0.11250614787112,
4076,Os09g0499000,,,4.69337120321198,9140,Red,0.738708229893805,"SnRK1A protein kinase-interacting negative regulator, Repression of sugar/nutrient starvation signaling",,['not assigned.unknown'],LOC_Os09g32330,1.06347014830657,0.028712050794625,Up,1.67236927201435,8.90E-05,Up,3.48310867318374,9.62E-09,Up,-0.706388321928582,0.424959392823943,
4077,Os03g0655400,,,13.6012737987478,5040,GreenYellow,7.28814252974042,Similar to LIP5.,,['not assigned.unknown'],LOC_Os03g45280,3.8256079442503,5.78E-19,Up,5.27231397964006,1.29E-35,Up,-0.979929148466029,0.225259244193508,,2.94280473424772,0.244311235448301,
4078,Os05g0105600,,,1.69651869429651,11807,Brown,1.18369519624456,YT521-B-like protein family protein.,,['signalling.calcium'],LOC_Os05g01520,-1.01964118936504,0.002579460250034,Down,-0.465557189010384,0.21647208200609,,3.6485341276955,3.76E-08,Up,3.16034895791482,2.49E-06,Up
4079,Os01g0512200,,,2.2346305309922,11247,Brown,1.48967152409533,"Armadillo-type fold domain containing protein., Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing protein.","Biological Process: intracellular protein transport (GO:0006886), Biological Process: vesicle-mediated transport (GO:0016192), Cellular Component: membrane coat (GO:0030117), Molecular Function: binding (GO:0005488)",['cell.vesicle transport'],LOC_Os01g32880,-0.503987255409201,0.282112608869696,,-1.04529415992,0.006506970171722,Down,-1.05281731664842,0.003596413096811,Down,2.18474338683417,0.00519415406086,Up
4080,Os01g0290650,,,25.1446891397627,2590,Green,18.5118071738396,Non-protein coding transcript.,,,None,-0.11448641396615,0.872627819341458,,-1.87806225130874,1.31E-05,Down,-2.09855817088866,1.05E-07,Down,3.28770402207407,0.010207650570866,Up
4081,Os02g0822900,,,11.5907391289182,5712,Blue,4.33700815431913,Hypothetical conserved gene.,"Biological Process: protein phosphorylation (GO:0006468), Biological Process: protein ubiquitination (GO:0016567), Cellular Component: ubiquitin ligase complex (GO:0000151), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ubiquitin-protein ligase activity (GO:0004842), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.misc'],LOC_Os02g57700,2.60536154189525,0.000190211166536,Up,2.498371355776,0.000280812356098,Up,1.74697682346038,0.001902706516308,Up,-0.631523260675018,0.164261936832494,
4082,Os03g0278300,,"RNA transport, mRNA surveillance pathway, Spliceosome",14.8979356982636,4643,Black,6.12903027211942,"Similar to ALY protein., Transcriptional coactivator-like protein., Similar to THO complex subunit 4.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",['RNA.RNA binding'],LOC_Os03g17010,1.18892411119998,0.000162347556655,Up,1.56932855180269,1.61E-07,Up,-0.997033560087221,0.242472223947328,,1.84839798037686,6.68E-06,Up
4083,Os03g0125900,,,4.52321802477211,9252,Blue,2.66549212328365,"Conserved hypothetical protein., Hypothetical conserved gene.",,['not assigned.unknown'],LOC_Os03g03440,0.727681888104392,0.233686422750062,,1.40732618569375,0.003421136418357,Up,1.66665095732717,0.000223996799544,Up,1.59419805259247,0.032161369511081,Up
4084,Os09g0130901,,,24.2077746800674,2716,Brown,20.8565359542229,Hypothetical protein.,,,None,-1.18704330212194,0.162896547890193,,-1.88308823935309,0.017153608768344,Down,-1.61182034620673,0.026753322840743,Down,3.48956416079403,3.36E-05,Up
4085,Os04g0643300,,"Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism",37.5753323789785,1391,Yellow,21.5781953772387,Similar to 3-ketoacyl carrier protein synthase III.,"Biological Process: fatty acid biosynthetic process (GO:0006633), Biological Process: metabolic process (GO:0008152), Biological Process: lipid biosynthetic process (GO:0008610), Molecular Function: catalytic activity (GO:0003824), Molecular Function: 3-oxoacyl-[acyl-carrier-protein] synthase activity (GO:0004315), Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",['lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase'],LOC_Os04g55060,0.310114675327708,0.603584204050728,,-0.932162733847406,0.028120273507126,,-1.13829578076889,0.003953961974884,Down,-1.13106168331568,0.004426435241598,Down
4086,Os08g0332600,,,1.79173777860425,11697,Brown,1.33360207544092,Disease resistance protein domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os08g24380,-1.69500691953333,0.002929141957835,Down,-1.40126078399703,0.017388319535102,Down,2.95905445256803,0.063744457994377,,2.42164402292459,0.009726356043343,Up
4087,Os05g0576600,,,18.7605337839527,3675,lightYellow,5.20411093270479,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os05g50100,4.26494875476864,3.46E-13,Up,2.10855802902221,0.001153401015057,Up,2.41322522452365,0.046675377788354,Up,1.75259506373235,0.007652341297862,Up
4088,Os03g0151600,,,33.4060587004103,1682,Yellow,20.6128934961349,"Acyl-CoA N-acyltransferase domain containing protein., Similar to N-acetyltransferase.","Biological Process: metabolic process (GO:0008152), Molecular Function: N-acetyltransferase activity (GO:0008080)",['misc.GCN5-related N-acetyltransferase'],LOC_Os03g05710,-0.537697612561597,0.54256412028619,,-1.00272100841305,0.150971759407898,,-1.42088576398189,0.023921590741157,Down,-1.35308902503032,0.033693788706436,Down
4089,Os03g0150600,,,3.63121455291564,9967,Brown,3.09383584759078,"Pi transporter, Pi homeostasis, Similar to Isoform 2 of Inorganic phosphate transporter 1-1.","Biological Process: phosphate ion transport (GO:0006817), Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021), Molecular Function: inorganic phosphate transmembrane transporter activity (GO:0005315), Molecular Function: transmembrane transporter activity (GO:0022857)",['transport.phosphate'],LOC_Os03g05620,-0.27402368766501,0.715648892932595,,-1.68585338076051,0.000196919780793,Down,-1.34378113809824,0.003096306436982,Down,-2.13963844669457,0.001995930083263,Down
4090,Os01g0646700,,,6.33333146456006,8078,Green,2.21652239299153,"Similar to OSIGBa0105P02.4 protein., Hypothetical conserved gene.",,['not assigned.unknown'],LOC_Os01g45880,-0.340271349887613,0.624341509261404,,-1.64775744562559,0.000156199462748,Down,-2.49338635914186,1.92E-09,Down,-1.04671797729118,0.022099222538894,Down
4091,Os10g0490900,,,6.23901095152025,8123,Magenta,2.48267599305123,Similar to Secretory protein.,,['stress.biotic'],LOC_Os10g34920,-0.195075083173213,0.86960680216226,,1.49639468244602,0.0197541171722,Up,1.62390830704556,0.00835585873087,Up,1.52686695958195,2.42E-06,Up
4092,Os02g0613200,,,24.8797291645828,2621,LightCyan,7.1024070812579,"Hypothetical conserved gene., Similar to regulatory subunit.",Molecular Function: protein binding (GO:0005515),['not assigned.unknown'],LOC_Os02g39970,0.056095300925582,0.95816338383687,,1.81845202777743,0.000138879326653,Up,2.32696810891708,3.50E-07,Up,1.49752107269918,0.000185697240856,Up
4093,Os12g0565300,,,1.05428723192581,12535,Grey,0.252282490039736,Similar to Calmodulin-binding protein MPCBP.,"Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515)",['signalling.calcium'],LOC_Os12g37780,-0.149770514756125,0.838661189826644,,-0.876786964044545,0.060113729407353,,-1.42213858291555,0.000661698210586,Down,-1.31145319524564,0.001986692805127,Down
4094,Os07g0167100,,"Nicotinate and nicotinamide metabolism, Metabolic pathways",4.34062798382977,9409,Grey,0.594271772338235,Similar to Yarrowia lipolytica chromosome A of strain CLIB99 of Yarrowia lipolytica.,"Biological Process: nitrogen compound metabolic process (GO:0006807), Biological Process: NAD biosynthetic process (GO:0009435), Molecular Function: NAD+ synthase (glutamine-hydrolyzing) activity (GO:0003952), Molecular Function: ATP binding (GO:0005524), Molecular Function: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds (GO:0016810)","['misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases']",LOC_Os07g07260,-0.697293366678531,0.076631457351284,,-1.13884625141092,0.001028301010613,Down,-0.832461815026592,0.016821500260688,,1.01298461580025,0.01001977927697,Up
4095,Os02g0137200,,Ribosome,46.2771817815255,938,Green,38.3333067904569,"Similar to 50S ribosomal protein L3-1, chloroplast precursor., Similar to 50S ribosomal protein L3.","Biological Process: translation (GO:0006412), Cellular Component: intracellular (GO:0005622), Cellular Component: ribosome (GO:0005840), Molecular Function: structural constituent of ribosome (GO:0003735)",['protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L3'],LOC_Os02g04460,0.001910550075223,0.998659806987108,,-1.79682260190832,0.002987063082684,Down,-1.53950591674217,0.00472595395628,Down,-0.284642610442109,0.792157495962942,
4096,Os03g0219200,,Peroxisome,4.87746519021109,8994,Grey,0.645018039855513,Similar to Superoxide dismutase (EC 1.15.1.1).,"Biological Process: superoxide metabolic process (GO:0006801), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: superoxide dismutase activity (GO:0004784), Molecular Function: metal ion binding (GO:0046872)",['redox.dismutases and catalases'],LOC_Os03g11960,-0.328416131909843,0.546192832093172,,-1.13914249564902,0.002212164427965,Down,-1.34385649724181,0.000150587115022,Down,0.90940839980758,0.626939288706186,
4097,Os02g0154100,,,4.24442923143313,9490,GreenYellow,0.823447818399938,"Antisense long noncoding RNA, Regulation of sense LRK gene cluster expression, Regulation of grain yield",,,None,1.82503648489645,0.074533967122635,,2.03284207453462,0.033101240959372,Up,1.37024458731902,0.166489847049351,,1.07286937664392,0.010480238802256,Up
4098,Os06g0566500,,,4.60258764607046,9197,Turquoise,2.92850923612862,"Hypothetical conserved gene., Protein of unknown function DUF761, plant domain containing protein.",,['not assigned.unknown'],LOC_Os06g37020,2.05491191028683,0.002187384286606,Up,1.15936526809674,0.122644872236764,,2.13995911803415,9.09E-10,Up,1.55625501898552,2.29E-05,Up
4099,Os11g0242100,,"Other glycan degradation, Sphingolipid metabolism, Metabolic pathways",6.55885891131631,7946,Turquoise,5.37157726398213,"Beta-glucosidase, GBA2 type domain containing protein.","Biological Process: sphingolipid metabolic process (GO:0006665), Biological Process: glucosylceramide catabolic process (GO:0006680), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: catalytic activity (GO:0003824), Molecular Function: glucosylceramidase activity (GO:0004348)",['not assigned.unknown'],LOC_Os11g13810,-0.137110881552803,0.879133738961976,,-0.602758499676384,0.287660314654208,,-1.16287223552931,0.019372964050256,Down,-1.41908098461733,0.003497102855213,Down
4100,Os03g0163200,,,12.7758500122668,5321,Brown,11.624176868534,"Protein of unknown function DUF247, plant family protein.",,['hormone metabolism.ethylene.signal transduction'],LOC_Os03g06730,-1.42435482544099,0.010045259557854,Down,-1.54674341411067,0.005348360329233,Down,4.47103905678829,1.85E-20,Up,3.11540580073166,7.02E-14,Up
4101,Os01g0633200,,,19.7713023661106,3460,Brown,12.5082071770334,Similar to X1 (Fragment).,,['RNA.regulation of transcription.putative transcription regulator'],LOC_Os01g44230,-1.02691644012823,0.000690645648945,Down,-1.03201606740809,0.000570312214183,Down,3.6678993263767,6.13E-24,Up,1.84493033078617,8.39E-05,Up
4102,Os09g0267600,,Endocytosis,28.32277649576,2172,Blue,19.7352423764541,Similar to Charged multivesicular body protein 4b.,Biological Process: protein transport (GO:0015031),['RNA.regulation of transcription.SNF7'],LOC_Os09g09480,0.595423497501968,0.088879522519939,,1.04164715035972,0.000412735687198,Up,1.1131644127338,9.71E-05,Up,2.24386237623399,1.80E-09,Up
4103,Os08g0117900,,,51.7718650399428,742,Blue,42.3706251494972,Myeloid leukemia factor domain containing protein.,,['not assigned.unknown'],LOC_Os08g02460,0.301302383454225,0.556202818065177,,0.795827306040876,0.025662503571215,,1.19631498508767,0.000201585473383,Up,1.17555434841493,0.000273383401097,Up
4104,Os06g0326700,,"Glycerolipid metabolism, Metabolic pathways",24.570361348185,2665,Blue,14.7912021492446,Diacylglycerol acyltransferase family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring acyl groups (GO:0016746), Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",['not assigned.unknown'],LOC_Os06g22080,0.753750525146489,0.073929606756297,,2.07033202029136,7.30E-10,Up,2.43596079254934,1.54E-13,Up,1.73274339724076,0.042173412228176,Up
4105,Os10g0548700,,,17.4620464453556,3949,Brown,10.968581051207,"Receptor-like cytoplasmic kinase, Various stress responses,  Regulation of resistance to bacterial leaf streak (BLS), Hypothetical conserved gene.","Biological Process: protein phosphorylation (GO:0006468), Biological Process: protein ubiquitination (GO:0016567), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ubiquitin-protein transferase activity (GO:0004842), Molecular Function: ATP binding (GO:0005524), Biological Process: protein phosphorylation (GO:0006468), Biological Process: protein ubiquitination (GO:0016567), Cellular Component: ubiquitin ligase complex (GO:0000151), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ubiquitin-protein ligase activity (GO:0004842), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)","['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII', 'signalling.receptor kinases.misc']",LOC_Os10g40100,-0.533442214776036,0.486954771285199,,-2.15103768253926,0.000614546599834,Down,-1.9158854899231,0.000524549457436,Down,-2.28510711457393,0.159472872766331,
4106,Os09g0516700,,,4.89224070063904,8988,GreenYellow,1.37019075460055,"Protein of unknown function DUF936, plant family protein.",,['not assigned.unknown'],LOC_Os09g34110,2.36660167409718,0.000107914635043,Up,2.41812491924082,6.59E-05,Up,0.100605994558272,0.894298228925115,,1.0324299071313,0.122128969366507,
